ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	chromosome_name	gene_biotype	description
ENSG00000160072	131.952486579685	-0.357788946271903	0.221567015305843	-1.6148114184687	0.106351539645167	0.472626084348112	ATAD3B	1	protein_coding	ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]
ENSG00000157911	179.349764632743	0.235661972119424	0.151389557623366	1.55665936157708	0.119551381939538	0.494633718280768	PEX10	1	protein_coding	peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]
ENSG00000142655	176.929788705873	0.191398604945793	0.170376478451359	1.12338631884821	0.261273457736532	0.636537412961995	PEX14	1	protein_coding	peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856]
ENSG00000149527	287.118890409372	-0.455766154924139	0.181119579000672	-2.51638258789486	0.0118566398005336	0.166866696407391	PLCH2	1	protein_coding	phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]
ENSG00000171621	1574.53122488237	-0.0946268173049757	0.0772131617140499	-1.22552703715741	0.220376709535986	0.608069330520444	SPSB1	1	protein_coding	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]
ENSG00000142583	9.74840005626	-0.272796533142172	0.584613226109724	-0.466627371668413	0.640766500258795	NA	SLC2A5	1	protein_coding	solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]
ENSG00000116786	611.736320994814	-0.107601468534668	0.0918222474373778	-1.17184529389843	0.241259174071183	0.624080716457662	PLEKHM2	1	protein_coding	pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]
ENSG00000173614	69.7695994532961	0.138243612260281	0.25845352543582	0.534887701868899	0.592727512864441	0.84145368005184	NMNAT1	1	protein_coding	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]
ENSG00000171729	8.70213386008207	0.142964564562918	0.607966005343425	0.235152234345999	0.814090577982327	NA	TMEM51	1	protein_coding	transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488]
ENSG00000279457	7.75935659935373	0.24367615618191	0.690351226027327	0.352974177483773	0.724107799498682	NA	WASH9P	1	unprocessed_pseudogene	WAS protein family homolog 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:53981]
ENSG00000037637	251.660393478723	0.0843652214131622	0.143470694927843	0.58803103627255	0.556511460952519	0.821274085181041	FBXO42	1	protein_coding	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]
ENSG00000159423	2147.55455906663	-0.0666041523133729	0.0713311282729259	-0.933731933392856	0.350442188301955	0.69822684638686	ALDH4A1	1	protein_coding	aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]
ENSG00000011021	366.337151367217	-0.499499017432313	0.195250125158791	-2.55825197052287	0.0105199835842847	0.154723137036524	CLCN6	1	protein_coding	chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]
ENSG00000157916	1242.33665021935	0.172104916875417	0.127109476555084	1.35398965946362	0.175739676749303	0.555902524299209	RER1	1	protein_coding	retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
ENSG00000157881	142.478344808631	0.0876336781091805	0.176487553074478	0.496543107899507	0.6195112811126	0.853822155456821	PANK4	1	protein_coding	pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]
ENSG00000048707	801.205834434887	-0.359466899209538	0.205039773134837	-1.75315693006131	0.0795750736895588	0.4188704876407	VPS13D	1	protein_coding	vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]
ENSG00000180758	106.987123463828	0.0596304231024957	0.197533548341516	0.301874914935465	0.762747419169879	0.916388394382311	GPR157	1	protein_coding	G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]
ENSG00000184677	185.782127746501	-0.125585678096675	0.250998435195586	-0.500344466286472	0.61683254907167	0.852694941081572	ZBTB40	1	protein_coding	zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]
ENSG00000288398	17.4902352950644	-0.37123798059102	0.43213554232375	-0.859077637064376	0.390297684251438	NA		1	lncRNA	novel transcript
ENSG00000131697	51.5828089915377	-0.000540746395184569	0.276723913530738	-0.00195410070739876	0.998440854207581	0.999935523702597	NPHP4	1	protein_coding	nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]
ENSG00000055070	877.042096330214	0.122955323280444	0.0956385758525841	1.28562478251418	0.198574043392161	0.581138222787771	SZRD1	1	protein_coding	SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]
ENSG00000175087	117.907641842906	0.115508446485777	0.194677598400511	0.593331988039739	0.552958995188547	0.819788670836927	PDIK1L	1	protein_coding	PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:HGNC:18981]
ENSG00000157191	355.896659224195	0.259170366708033	0.166300542418004	1.55844570883357	0.119127628378599	0.494405422692779	NECAP2	1	protein_coding	NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]
ENSG00000162511	368.837984914712	0.407493070809016	0.22050270487529	1.84801846779831	0.0645996712593087	0.386938099018583	LAPTM5	1	protein_coding	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]
ENSG00000158014	10.784944078238	0.258573142403072	0.597757246555037	0.432572158502916	0.665325619532777	NA	SLC30A2	1	protein_coding	solute carrier family 30 member 2 [Source:HGNC Symbol;Acc:HGNC:11013]
ENSG00000204138	344.087903549888	-0.251394498719176	0.15597688740999	-1.61174198878824	0.107018096518123	0.472770408306281	PHACTR4	1	protein_coding	phosphatase and actin regulator 4 [Source:HGNC Symbol;Acc:HGNC:25793]
ENSG00000235263	126.643651597749	0.359382595121198	0.22425063013913	1.60259346829139	0.109024436756948	0.47594812610765		1	lncRNA	novel transcript
ENSG00000142675	35.4433982119275	-0.0811975362994508	0.345408100151715	-0.235077105209131	0.814148888218233	NA	CNKSR1	1	protein_coding	connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700]
ENSG00000130772	96.6948723931197	0.462803686458508	0.188933258086597	2.44956177194798	0.0143030173772935	0.185675332595272	MED18	1	protein_coding	mediator complex subunit 18 [Source:HGNC Symbol;Acc:HGNC:25944]
ENSG00000090020	89.3450910558432	-1.1797328264738	0.37370357698443	-3.15686790047223	0.00159473573655214	0.0468364591406401	SLC9A1	1	protein_coding	solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]
ENSG00000157978	210.349130379541	-0.0396348370209942	0.137038690925203	-0.28922369845628	0.772410197701845	0.919677033680649	LDLRAP1	1	protein_coding	low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640]
