loc_ID	query_ID	symbol	name	Gene_expression	ensembl_gene_id	name.1	H3K27ac	correlation_pearson	correlation_spearman	name.ident
chr1.74962478.74962878	closest_left1	Ihh	CDm2	3.01123183265174	ENSMUSG00000006538	CDm2_K27ac	1139.57663652881	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	CDm9	1.97699834224467	ENSMUSG00000006538	CDm9_K27ac	741.915677445763	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	HFDm3	0.59615041941487	ENSMUSG00000006538	HFDm3_K27ac	216.639658922521	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	HFDm4	0.409833640442071	ENSMUSG00000006538	HFDm4_K27ac	373.825275804811	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	DPN2	0.57593381200044	ENSMUSG00000006538	DPN2_K27ac	614.467290995778	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	DPN3	0.819439246527143	ENSMUSG00000006538	DPN3_K27ac	652.683418874418	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	E2_8	1.68079823267818	ENSMUSG00000006538	E2_8_K27ac	1169.29853440349	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	E2_9	1.33036413116607	ENSMUSG00000006538	E2_9_K27ac	595.353949372016	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.75014826.75015226	closest_left1	Ihh	CDm2	3.01123183265174	ENSMUSG00000006538	CDm2_K27ac	1537.35338701528	0.926662662904867	0.80952380952381	Ihh_chr1.75014826.75015226
chr1.75014826.75015226	closest_left1	Ihh	CDm9	1.97699834224467	ENSMUSG00000006538	CDm9_K27ac	1036.12361850184	0.926662662904867	0.80952380952381	Ihh_chr1.75014826.75015226
chr1.75014826.75015226	closest_left1	Ihh	HFDm3	0.59615041941487	ENSMUSG00000006538	HFDm3_K27ac	476.607249629546	0.926662662904867	0.80952380952381	Ihh_chr1.75014826.75015226
chr1.75014826.75015226	closest_left1	Ihh	HFDm4	0.409833640442071	ENSMUSG00000006538	HFDm4_K27ac	495.535830718005	0.926662662904867	0.80952380952381	Ihh_chr1.75014826.75015226
chr1.75014826.75015226	closest_left1	Ihh	DPN2	0.57593381200044	ENSMUSG00000006538	DPN2_K27ac	864.805816957021	0.926662662904867	0.80952380952381	Ihh_chr1.75014826.75015226
chr1.75014826.75015226	closest_left1	Ihh	DPN3	0.819439246527143	ENSMUSG00000006538	DPN3_K27ac	662.572561584636	0.926662662904867	0.80952380952381	Ihh_chr1.75014826.75015226
chr1.75014826.75015226	closest_left1	Ihh	E2_8	1.68079823267818	ENSMUSG00000006538	E2_8_K27ac	1010.36475302826	0.926662662904867	0.80952380952381	Ihh_chr1.75014826.75015226
chr1.75014826.75015226	closest_left1	Ihh	E2_9	1.33036413116607	ENSMUSG00000006538	E2_9_K27ac	721.294207893019	0.926662662904867	0.80952380952381	Ihh_chr1.75014826.75015226
chr10.3978683.3979083	closest_left1	Mthfd1l	CDm2	0.281043274973618	ENSMUSG00000040675	CDm2_K27ac	494.533257361558	0.832173439164738	0.904761904761905	Mthfd1l_chr10.3978683.3979083
chr10.3978683.3979083	closest_left1	Mthfd1l	CDm9	0.153816535206528	ENSMUSG00000040675	CDm9_K27ac	537.249283667622	0.832173439164738	0.904761904761905	Mthfd1l_chr10.3978683.3979083
chr10.3978683.3979083	closest_left1	Mthfd1l	HFDm3	0.787904985854013	ENSMUSG00000040675	HFDm3_K27ac	710.578081265869	0.832173439164738	0.904761904761905	Mthfd1l_chr10.3978683.3979083
chr10.3978683.3979083	closest_left1	Mthfd1l	HFDm4	1.04215104023664	ENSMUSG00000040675	HFDm4_K27ac	956.297217175098	0.832173439164738	0.904761904761905	Mthfd1l_chr10.3978683.3979083
chr10.3978683.3979083	closest_left1	Mthfd1l	DPN2	0.124994690012034	ENSMUSG00000040675	DPN2_K27ac	295.85462159056	0.832173439164738	0.904761904761905	Mthfd1l_chr10.3978683.3979083
