loc_ID	query_ID	symbol	name	Gene_expression	ensembl_gene_id	name.1	H3K27ac	correlation_pearson	correlation_spearman	name.ident
chr1.58092118.58092518	closest_left1	Aox1	CDm2	6.2067079826949	ENSMUSG00000063558	CDm2_K27ac	913.811453820269	-0.807376218747893	-0.761904761904762	Aox1_chr1.58092118.58092518
chr1.58092118.58092518	closest_left1	Aox1	CDm9	5.50817484585426	ENSMUSG00000063558	CDm9_K27ac	1010.54031927957	-0.807376218747893	-0.761904761904762	Aox1_chr1.58092118.58092518
chr1.58092118.58092518	closest_left1	Aox1	HFDm3	14.813828685357	ENSMUSG00000063558	HFDm3_K27ac	216.639658922521	-0.807376218747893	-0.761904761904762	Aox1_chr1.58092118.58092518
chr1.58092118.58092518	closest_left1	Aox1	HFDm4	18.2129126581984	ENSMUSG00000063558	HFDm4_K27ac	260.808331956845	-0.807376218747893	-0.761904761904762	Aox1_chr1.58092118.58092518
chr1.58092118.58092518	closest_left1	Aox1	DPN2	15.0229880923928	ENSMUSG00000063558	DPN2_K27ac	876.184840864351	-0.807376218747893	-0.761904761904762	Aox1_chr1.58092118.58092518
chr1.58092118.58092518	closest_left1	Aox1	DPN3	8.54321260975159	ENSMUSG00000063558	DPN3_K27ac	1048.24912728316	-0.807376218747893	-0.761904761904762	Aox1_chr1.58092118.58092518
chr1.58092118.58092518	closest_left1	Aox1	E2_8	7.19725926768557	ENSMUSG00000063558	E2_8_K27ac	999.012340072882	-0.807376218747893	-0.761904761904762	Aox1_chr1.58092118.58092518
chr1.58092118.58092518	closest_left1	Aox1	E2_9	9.93239406374051	ENSMUSG00000063558	E2_9_K27ac	881.581809647024	-0.807376218747893	-0.761904761904762	Aox1_chr1.58092118.58092518
chr1.74962478.74962878	closest_left1	Ihh	CDm2	3.01123183265174	ENSMUSG00000006538	CDm2_K27ac	1139.57663652881	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	CDm9	1.97699834224467	ENSMUSG00000006538	CDm9_K27ac	741.915677445763	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	HFDm3	0.59615041941487	ENSMUSG00000006538	HFDm3_K27ac	216.639658922521	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
chr1.74962478.74962878	closest_left1	Ihh	HFDm4	0.409833640442071	ENSMUSG00000006538	HFDm4_K27ac	373.825275804811	0.804243803813206	0.761904761904762	Ihh_chr1.74962478.74962878
